1,ID,Platform,Category,Cookie / Data Key name,Domain,Description,Retention period,Data Controller,User Privacy & GDPR Rights Portals,Wildcard match
217,2bb7633d-e2c5-4d14-b8f8-d3f13019b835,Oracle,Functional,JSESSIONID,Advertiser's website domain (1st party),JSESSIONID is a platform session cookie and is used by sites with JavaServer Pages (JSP). The cookie is used to maintain an anonymous user session by the server.,Session,Oracle,https://www.oracle.com/privacy,0
218,1e7e7ff7-508b-4663-8a5e-0b1069b517b3,Oracle,Functional,ORA_WWV_APP_,Advertiser's website domain (1st party),Security cookie for applications.,Session,Oracle,https://www.oracle.com/privacy,1
219,492406bd-e296-41d0-8b42-16961a258b2d,Laravel,Functional,laravel_session,Advertiser's website domain (1st party),Internally laravel uses laravel_session to identify a session instance for a user,Session,Laravel,https://www.laravel.com,0
220,87742550-35d9-4f2d-980c-d421f3f5bc97,PHP.net,Functional,PHPSESSID,Advertiser's website domain (1st party),"Cookie generated by applications based on the PHP language. This is a general purpose identifier used to maintain user session variables. It is normally a random generated number, how it is used can be specific to the site, but a good example is maintaining a logged-in status for a user between pages.",Sessions,PHP.net,https://www.php.net/privacy.php,0
221,86531df2-94a9-43e0-9262-856c57f16160,Advertiser's website domain,Functional,XSRF-TOKEN,Advertiser's website domain (1st party),This cookie is written to help with site security in preventing Cross-Site Request Forgery attacks.,Session,None,None,0
222,1b1067dd-9003-40f8-a2d6-c6ac72bb6779,LinkedIn,Marketing,lidc,linkedin.com (3rd party),"Used by the social networking service, LinkedIn, for tracking the use of embedded services.",1 day,LinkedIn,https://www.linkedin.com/legal/privacy-policy,0
223,657f80f4-7eb6-41c9-9bc7-7d2570a0887f,LinkedIn,Marketing,bcookie,linkedin.com (3rd party),Used by LinkedIn to track the use of embedded services.,1 year,LinkedIn,https://www.linkedin.com/legal/privacy-policy,0
224,002f276f-84c1-428a-bbe3-951a6cf56175,LinkedIn,Marketing,bscookie,linkedin.com (3rd party),Used by LinkedIn to track the use of embedded services.,1 year,LinkedIn,https://www.linkedin.com/legal/privacy-policy,0
225,2bfa0944-e050-45fd-900a-73bc4518eb64,LinkedIn,Marketing,trkCode,linkedin.com (3rd party),This cookie is used by LinkedIn to support the functionality of adding a panel invite labeled 'Follow Us',1 year,LinkedIn,https://www.linkedin.com/legal/privacy-policy,0
226,efbf7fc7-a1a1-4a65-8ac8-4df28f94a3a7,LinkedIn,Marketing,trkInfo,linkedin.com (3rd party),This cookie is used by LinkedIn to support the functionality of adding a panel invite labeled 'Follow Us',1 year,LinkedIn,https://www.linkedin.com/legal/privacy-policy,0
227,8cd6fef5-7fc9-4df4-8eb1-bb1ff356596c,LinkedIn,Marketing,li_oatml,linkedin.com (3rd party),Collects information about how visitors use our site.,30 days,LinkedIn,https://www.linkedin.com/legal/privacy-policy,0
228,2ffce5f8-6d1f-43f5-be99-698d7894ce64,LinkedIn,Marketing,liap,linkedin.com (3rd party),Cookie used for Sign-in with Linkedin and/or to allow for the Linkedin follow feature.,90 days,LinkedIn,https://www.linkedin.com/legal/privacy-policy,0
229,de9a3d96-7cc3-4f27-b1bd-682203dd7497,LinkedIn,Marketing,lissc,linkedin.com (3rd party),Pending,1 year,LinkedIn,https://www.linkedin.com/legal/privacy-policy,0
230,d32a876f-84a1-4251-9ad1-6954cd330d9f,LinkedIn,Marketing,spectroscopyId,linkedin.com (3rd party),"These cookies are set by LinkedIn for advertising purposes, including: tracking visitors so that more relevant ads can be presented, allowing users to use the 'Apply with LinkedIn' or the 'Sign-in with LinkedIn' functions, collecting information about how visitors use the site, etc.",session,LinkedIn,https://www.linkedin.com/legal/privacy-policy,0
231,1874cfdd-0691-4ce0-a158-bc3c1605275e,LinkedIn,Marketing,UserMatchHistory,linkedin.com (3rd party),"These cookies are set by LinkedIn for advertising purposes, including: tracking visitors so that more relevant ads can be presented, allowing users to use the 'Apply with LinkedIn' or the 'Sign-in with LinkedIn' functions, collecting information about how visitors use the site, etc.",session,LinkedIn,https://www.linkedin.com/legal/privacy-policy,0
232,d26e3d52-4f43-11eb-ae93-0242ac130002,LinkedIn,Functional,lang,linkedin.com (3rd party),Used to remember a user's language setting,session,LinkedIn,https://www.linkedin.com/legal/privacy-policy,0
233,d26e4a7c-4f43-11eb-ae93-0242ac130002,LinkedIn,Functional,li_gc,linkedin.com (3rd party),Used to store guest consent to the use of cookies for non-essential purposes,2 years,LinkedIn,https://www.linkedin.com/legal/privacy-policy,0
234,d26e5396-4f43-11eb-ae93-0242ac130002,LinkedIn,Functional,li_rm,linkedin.com (3rd party),Used as part of the LinkedIn Remember Me feature and is set when a user clicks Remember Me on the device to make it easier for him or her to sign in to that device,1 year,LinkedIn,https://www.linkedin.com/legal/privacy-policy,0
235,92250c0b-2cb3-4eea-8b38-f8cc19228ef0,LinkedIn,Functional,AnalyticsSyncHistory,linkedin.com (3rd party),Used to store information about the time a sync with the lms_analytics cookie took place for users in the Designated Countries,30 days,LinkedIn,https://www.linkedin.com/legal/privacy-policy,0
236,4b44dca1-6588-4fa1-86e6-f51cd2f3c7b1,Google,Functional,GCLB,Advertiser's website domain (1st party),"This cookie is used in context with load balancing - This optimizes the response rate between the visitor and the site, by distributing the traffic load on multiple network links or servers.",Session,Google,https://privacy.google.com/take-control.html,0
237,22352329-2eac-4e0c-b674-733e4483cd12,Amazon Web Services,Functional,AWSALB,Advertiser's website domain (1st party),These cookies enable us to allocate server traffic to make the user experience as smooth as possible. A so-called load balancer is used to determine which server currently has the best availability. The information generated cannot identify you as an individual.,Session,Amazon Web Services,https://aws.amazon.com/privacy/,0
238,9ae92467-906c-4876-b6a9-6426a034fb2b,Amazon Web Services,Functional,AWSALBCORS,Advertiser's website domain (1st party),"For continued stickiness support with CORS use cases after the Chromium update, we are creating additional stickiness cookies for each of these duration-based stickiness features named AWSALBCORS (ALB).",Session,Amazon Web Services,https://aws.amazon.com/privacy/,0
239,d26e9be4-4f43-11eb-ae93-0242ac130002,Amazon Web Services,Functional,AWSELBCORS,Advertiser's website domain (1st party),"For continued stickiness support with CORS use cases after the Chromium update, we are creating additional stickiness cookies for each of these duration-based stickiness features named AWSELBCORS (ALB).",Session,Amazon Web Services,https://aws.amazon.com/privacy/,0
240,95092dcc-a484-452b-afab-d7ed6a7c514d,Amazon Web Services,Functional,AWSELB,Advertiser's website domain (1st party),AWS Classic Load Balancer Cookie: Load Balancing Cookie: Used to map the session to the instance.,Session,Amazon Web Services,https://aws.amazon.com/privacy/,0
241,dc906e7e-79df-4e0e-8a44-054969e6abbe,Casale Media,Marketing,CMID,casalemedia.com,"Collects visitor data related to the user's visits to the website, such as the number of visits, average time spent on the website and what pages have been loaded, with the purpose of displaying targeted ads.",1 day,Casale Media,https://casalemedia.com,0
242,5d5492be-b079-4724-91c6-ca313b757413,Casale Media,Marketing,CMPRO,casalemedia.com,"Collects data on visitor behaviour from multiple websites, in order to present more relevant advertisement - This also allows the website to limit the number of times that the visitor is shown the same advertisement.",1 day,Casale Media,https://casalemedia.com,0
243,de9295f2-9e49-49b5-b5a8-20d14e8ecc93,Casale Media,Marketing,CMPS,casalemedia.com,"Collects visitor data related to the user's visits to the website, such as the number of visits, average time spent on the website and what pages have been loaded, with the purpose of displaying targeted ads",1 day,Casale Media,https://casalemedia.com,0
244,45e633a4-c426-4d6c-80ed-b892948f1526,Casale Media,Marketing,CMRUM3,casalemedia.com,"Collects visitor data related to the user's visits to the website, such as the number of visits, average time spent on the website and what pages have been loaded, with the purpose of displaying targeted ads.",1 day,Casale Media,https://casalemedia.com,0
245,16644476-619b-4cc8-8fca-a3f765ef8737,Casale Media,Marketing,CMST,casalemedia.com,"Collects visitor data related to the user's visits to the website, such as the number of visits, average time spent on the website and what pages have been loaded, with the purpose of displaying targeted ads.",1 day,Casale Media,https://casalemedia.com,0
246,694c598d-0740-468e-80da-6b48423fc2cc,Outbrain,Marketing,cookieJartestCookie,outbrain.com,Pending,1 day,Outbrain,https://www.outbrain.com/legal/privacy#privacy-policy,0
247,f78cbb95-bec5-45b9-ab35-9e42cf2be030,Outbrain,Marketing,obuid,outbrain.com,"Holds the anonymous user's ID. Used for tracking user actions, such as clicks on the recommendations",3 months,Outbrain,https://www.outbrain.com/legal/privacy#privacy-policy,0
248,fc53bc46-9df5-4e94-8618-2fa8ca94498b,Outbrain,Marketing,apnxs,outbrain.com,This cookie is set by Outbrain and it is used to analyse technical data about the website,4 months,Outbrain,https://www.outbrain.com/legal/privacy#privacy-policy,0
249,aa525714-6b3d-42f8-9160-8eaa01c55ec3,Outbrain,Marketing,criteo,outbrain.com,This cookie is set by Outbrain and it is used to analyse technical data about the website,1 months,Outbrain,https://www.outbrain.com/legal/privacy#privacy-policy,0
250,db53d42b-a997-49ac-84be-4cd287f6e603,Outbrain,Marketing,mdfrc,outbrain.com,This cookie is set by Outbrain and it is used to analyse technical data about the website,4 months,Outbrain,https://www.outbrain.com/legal/privacy#privacy-policy,0
251,87e730d9-e70f-4e85-ab6d-fae050199bab,Outbrain,Marketing,adrl,outbrain.com,This cookie is set by Outbrain and it is used to analyse technical data about the website,4 months,Outbrain,https://www.outbrain.com/legal/privacy#privacy-policy,0
252,82d5e8f5-6990-47c7-9c6c-c85730aa6021,Outbrain,Marketing,ttd,outbrain.com,This cookie is set by Outbrain and it is used to analyse technical data about the website,4 months,Outbrain,https://www.outbrain.com/legal/privacy#privacy-policy,0
253,46949a58-d46d-4ae5-9a02-983a7ce8c9e4,justpremium.com,Marketing,jpxumaster,justpremium.com,"Used to present the visitor with relevant content and advertisement - The service is provided by third party advertisement hubs, which facilitate real-time bidding for advertisers.",1 month,JustPremium,https://justpremium.com/terms-conditions/,0
254,3d9b3c86-cf0e-4bc4-8159-1c2fd0289769,justpremium.com,Marketing,jpxumatched,justpremium.com,"Used to present the visitor with relevant content and advertisement - The service is provided by third party advertisement hubs, which facilitate real-time bidding for advertisers.",1 month,JustPremium,https://justpremium.com/terms-conditions/,0
255,478f9deb-9578-43a6-92a4-6a05ecdb4c49,PubMatic,Marketing,PUBMDCID,pubmatic.com,Registers a unique ID that identifies the user's device during return visits across websites that use the same ad network. The ID is used to allow targeted ads.,3 months,PubMatic,https://pubmatic.com/legal/privacy/,0
256,e801cd22-198f-4a02-bba8-b684d72575d6,PubMatic,Marketing,PugT,pubmatic.com,Registers a unique ID that identifies the user's device during return visits across websites that use the same ad network. The ID is used to allow targeted ads.,29 days,PubMatic,https://pubmatic.com/legal/privacy/,0
257,0d33763c-b5ab-47f0-b79c-6cc7395a3b69,Kiyoh,Functional,Kiyohnl,kiyoh.nl,Cookies are associated with the use of Kiyoh to collect and display customer reviews,1 year,Kiyoh,https://www.kiyoh.nl/disclaimer.html,0
258,cadac166-ff43-4094-b8a3-8da2699c4c78,ID5,Marketing,id5,id5-sync.com,"Sets a unique ID for the visitor, that allows third party advertisers to target the visitor with relevant advertisement. This pairing service is provided by third party advertisement hubs, which facilitates real-time bidding for advertisers.",1 day,ID5,https://www.id5.io/privacy-policy,0
259,1798e3dd-210f-4453-bd36-f2eb4381b68d,ID5,Marketing,cip,id5-sync.com,"Used to present the visitor with relevant content and advertisement - The service is provided by third party advertisement hubs, which facilitate real-time bidding for advertisers.",1 day,ID5,https://www.id5.io/privacy-policy,0
260,446cfe80-bc72-4b91-b3a2-bd85f6680d4e,ID5,Marketing,car,id5-sync.com,"Used to present the visitor with relevant content and advertisement - The service is provided by third party advertisement hubs, which facilitate real-time bidding for advertisers.",1 day,ID5,https://www.id5.io/privacy-policy,0
261,d08ef865-4f8d-4f48-8ba3-268d60586a28,ID5,Marketing,callback,id5-sync.com,"Collects data on visitor behaviour from multiple websites, in order to present more relevant advertisement - This also allows the website to limit the number of times that the visitor is shown the same advertisement.",1 day,ID5,https://www.id5.io/privacy-policy,0
262,3aada5ca-ab25-43c7-87b2-d7c676dd424f,ID5,Marketing,cnac,id5-sync.com,"Used to present the visitor with relevant content and advertisement - The service is provided by third party advertisement hubs, which facilitate real-time bidding for advertisers.",1 day,ID5,https://www.id5.io/privacy-policy,0
263,0926e9a2-8d64-43df-8754-c0f5288c5c11,ID5,Marketing,cf,id5-sync.com,"Sets a unique ID for the visitor, that allows third party advertisers to target the visitor with relevant advertisement. This pairing service is provided by third party advertisement hubs, which facilitates real-time bidding for advertisers.",1 day,ID5,https://www.id5.io/privacy-policy,0
264,d9a88445-80df-4409-9619-ffe234f4ddca,ID5,Functional,gdpr,id5-sync.com,Determines whether the visitor has accepted the cookie consent box. This ensures that the cookie consent box will not be presented again upon re-en try.,1 day,ID5,https://www.id5.io/privacy-policy,0
265,ba085448-f3f6-47cf-9d33-78f41aa07359,ComScore,Marketing,UIDR,scorecardresearch.com,"Collects information of the user and his/her movement, such as timestamp for visits, most recently loaded pages and IP address. The data is used by the marketing research network, Scorecard Research, to analyse traffic patterns and carry out surveys to help their clients better understand the customer's preferences.",2 years,ComScore,https://www.comscore.com/About/Privacy-Policy,0
266,b15f9684-e3a1-44ee-a396-5ca7b40719fd,semasio.net,Marketing,SEUNCY,semasio.net,Registers a unique ID that identifies the user’s device for return visits.,179 days,semasio.net,http://www.semasio.net,0
267,d56d39f1-3fc6-4947-9533-1f5115066624,OpenX,Marketing,OAID,Advertiser's website domain,"This cookie is used by the ad server software to manage which ads are placed on our website, and to capture clicks on those ads. Information is collected in anonymous form, and we do not use this data to deliver specific content, advertising or otherwise, to your browser.",1 year,OpenX,N/A,0
268,9f2cccf1-9a5f-4108-9864-6c4f118ed1c8,Federated Media Publishing,Marketing,ljt_reader,Advertiser's website domain,"Collects data related to reader interests, context, demographics and other information on behalf of the Lijit platform with the purpose of finding interested users on websites with related content.",1 year,Federated Media Publishing,N/A,0
269,126ea187-97ad-4bad-925a-5c2d755fb3a7,rekmob.com,Marketing,rek_content,rekmob.com,Pending,6 days,rekmob.com,N/A,0
270,62d55d01-69a9-4223-a020-ae274c03fe3d,Improve Digital,Marketing,um,ad.360yield.com,To enable the bidding process.,90 days,ad.360yield.com,https://www.improvedigital.com/platform-privacy-policy/,0
271,a3b82f4c-3673-426b-a619-3c1c4c284ee3,Improve Digital,Marketing,umeh,ad.360yield.com,To enable the bidding process.,90 days,ad.360yield.com,https://www.improvedigital.com/platform-privacy-policy/,0
272,e05e2ae9-16ff-4072-8f49-1f05a3ab08d2,vmg.host,Marketing,BSWtracker,vmg.host,"Collects data on visitor behaviour from multiple websites, in order to present more relevant advertisement - This also allows the website to limit the number of times that the visitor is shown the same advertisement.",694 days,vmg.host,N/A,0
273,3a267085-9f06-436b-ae64-d42a63c19b3b,1rx.io,Marketing,_rxuuid,1rx.io,"Sets a unique ID for the visitor, with which external advertisers can target the visitor with relevant advertisements. This linking service is provided by third-party advertising hubs, facilitating real-time bidding for advertisers.",1 year,1rx.io,N/A,0
274,3196b95a-9b88-4c48-aff8-0df0905520f7,Atlas,Marketing,AA003,atdmt.com,"Collects information on visitor behaviour on multiple websites. This information is used on the website, in order to optimize the relevance of advertisement.",3 months,Atlas,N/A,0
275,76ecbfd7-314d-4a01-9692-603cfe212330,Atlas,Marketing,ATN,atdmt.com,"Collects information on visitor behaviour on multiple websites. This information is used on the website, in order to optimize the relevance of advertisement.",3 months,Atlas,N/A,0
276,64b3c4d8-ad3c-4963-9e0c-5dc5ec24ef5d,Teads,Marketing,tt_viewer,teads.com,Teads uses a “tt_viewer” cookie to help personalize the video ads you see on our partner websites.,1 year,Teads.com,https://www.teads.com/privacy-policy/,0
277,b478ffd8-aa0d-4d33-ad21-b46a1d0a1860,Adobe ColdFusion,Functional,cfid,Advertiser's website domain,"This cookie is used to determine which type of device the visitor is using, so the website can be properly formatted",1 day,Adobe ColdFusion,N/A,0
278,dcaebf29-7f2e-4522-b295-23f93020b89a,Adobe ColdFusion,Functional,cftoken,Advertiser's website domain,"This cookie is used to determine which type of device the visitor is using, so the website can be properly formatted",1 day,Adobe ColdFusion,N/A,0
279,4204f375-a3e5-4b04-ae39-9adb71f3eb5d,DoubleClick/Google Marketing,Functional,test_cookie,doubleclick.net,This cookie is set by DoubleClick (which is owned by Google) to determine if the website visitor's browser supports cookies.,1 year,Google,https://privacy.google.com/take-control.html,0
280,62cfb590-4956-4581-9909-a0f7299fe0d8,CXense,Marketing,gckp,cxense.com,Registers a unique ID that identifies a returning user's device. The ID is used for targeted ads.,1 year,CXense,https://www.cxense.com/about-us/platform-privacy-policy,0
281,191053d2-9b99-4fd8-beed-0848de0cd971,Visx.net,Marketing,um2,visx.net,"Sets a unique ID for the visitor, that allows third party advertisers to target the visitor with relevant advertisement. This pairing service is provided by third party advertisement hubs, which facilitates real-time bidding for advertisers.",2 years,visx.net,N/A,0
282,d62265f5-b213-4830-ae2a-b1c84f9b9c8b,bidswitch.net,Marketing,tuuid_lu,bidswitch.net,"Contains a unique visitor ID, which allows Bidswitch.com to track the visitor across multiple websites. This allows Bidswitch to optimize advertisement relevance and ensure that the visitor does not see the same ads multiple times.",3 months,bidswitch.net,N/A,0
283,74bb46b3-b3eb-4a2a-95b7-bc4cc2e1f8fb,adscale.de,Marketing,uu,adscale.de,Used to target ads by registering the user's movements across websites.,1 year,adscale.de,N/A,0
284,452ba8c5-b674-4910-803a-46d1461f75ca,betweendigital.com,Marketing,betweendigital.com,ut,Collects data on visitors' behaviour and interaction - This is used to optimize the website and make advertisement on the website more relevant.,10 years,betweendigital.com,N/A,0
285,ea3efa31-071a-4e8c-8916-89c0ed348d8f,betweendigital.com,Functional,ss,betweendigital.com,Necessary for the functionality of the website's chat-box function.,10 years,betweendigital.com,N/A,0
286,4b1ab77a-d10f-4915-aa8e-dbcb789f4bff,seedtag.com,Marketing,st_csd,seedtag.com,Date of the last cookie-syn,1 year,seedtag.com,N/A,0
287,dd0ee2e6-80c0-4e80-8ec1-d2a1fc1ed735,seedtag.com,Marketing,st_cs,seedtag.com,Unique identifiers of DSPs,1 year,seedtag.com,N/A,0
288,d991f1cb-2ed2-4463-85d4-fa10098f76bc,Google Optimize,Functional,_gaexp,Advertiser's website domain,Used to determine a user's inclusion in an experiment and the expiry of experiments a user has been included in.,90 days,Google,N/A,0
289,2fe3a197-42b3-4033-af47-e568044cc8ec,Smartadserver,Marketing,TestIfCookieP,Advertiser's website domain,SmartAdServer is a remote ad serving system. Sites and Advertisers are using the system to manage the delivery of their online advertising campaigns. They can collect anonymous statistical data on their visitors to follow the delivery of their campaign and to increase their performance.,2 years,Smartadserver,http://smartadserver.fr/privacy-policy,0
290,72ccbe92-6c9b-4441-8b3e-2ec84120b80d,Smartadserver,Marketing,pid,Advertiser's website domain,SmartAdServer is a remote ad serving system. Sites and Advertisers are using the system to manage the delivery of their online advertising campaigns. They can collect anonymous statistical data on their visitors to follow the delivery of their campaign and to increase their performance.,2 years,Smartadserver,http://smartadserver.fr/privacy-policy,0
291,b67c0fe1-3df2-4c7c-8ecb-ba7247299484,Microsoft,Functional,.AspNetCore.Antiforgery.,Advertiser's website domain,Anti-forgery cookie is a security mechanism to defend against cross-site request forgery (CSRF) attacks.,Session,Microsoft,N/A,1
292,c7fa66a8-7594-4dba-9890-f45ea2413843,Unrulymedia.com,Marketing,unruly_m,Advertiser's website domain,Pending,6 days,Unrulymedia.com,N/A,1
293,210c6f5d-e8dc-437c-b260-686434558803,PubMatic,Marketing,KRTBCOOKIE_,pubmatic.com,Registers a unique ID that identifies the user's device during return visits across websites that use the same ad network. The ID is used to allow targeted ads.,29 days,Pubmatic,N/A,1
294,12b149c1-3379-4f8f-bde0-6262b279e005,Outbrain,Marketing,bdswch,outbrain.com,"Used to present the visitor with relevant content and advertisement - The service is provided by third party advertisement hubs, which facilitate real-time bidding for advertisers.",3 months,Outbrain,https://www.outbrain.com/legal/privacy#privacy-policy,0
295,e1d06d71-3a5c-4a20-9808-38bb0bd35862,Smartadserver,Marketing,csync,smartadserverMarketing.com,Optimises ad display based on the user's movement combined and various advertiser bids for displaying user ads.,1 day,Smartadserver,http://smartadserver.fr/privacy-policy,0
296,07c371e2-d427-41d0-bccb-e3737d20178c,liadm.com,Marketing,lidid,liadm.com,Collects data on visitors' behaviour and interaction - This is used to make advertisement on the website more relevant. The cookie also allows the website to detect any referrals from other websites.,2 years,liadm.com,N/A,0
297,89fcf954-ff19-49f6-aedb-880a42d7a95a,F5,Analytics,f5_cspm,simage2.pubmatic.com,"This cookie name is associated with the BIG-IP product suite from company F5. It is used to monitor page load speed, as part of site performance monitoring.",Session,simage2.pubmatic.com,N/A,0
298,20749ddc-cac3-4b92-ba6e-682300b43604,3Lift.com,Marketing,tluid,3lift.com,This cookie is used to identify the visitor and optimize ad-relevance by collecting visitor data from multiple websites – this exchange of visitor data is normally provided by a third-party data-center or ad-exchange.,3 months,3lift.com,N/A,0
299,f9200827-44f9-4ca1-9fd7-779d15d60155,Taboola,Marketing,t_gid,taboola.com,This cookie gives a user who interacts with Taboola Widget a User ID allowing us to target advertisements and content to this specific user ID.,13 months,taboola.com,N/A,0
300,153e5683-6619-41ea-b191-5c70b5abcd6e,Zopim,Marketing,__zlcmid,Advertiser's website domain,Live chat widget on Slack contact page (ZopIM),1 year,Zendesk,https://www.zendesk.com/company/customers-partners/#cookie-policy,0
301,3b89dcd0-1da7-4382-8d20-a4c9eb614e00,openx.net,Marketing,i,Advertiser's website domain,"Registers user data, such as IP address, geographical location, websites visited and on which advertisements the user has clicked, with the aim of optimizing the display of advertisements based on user relocation on websites that use the same advertising network.",1 year,OpenX,N/A,0
302,93ea8b17-05fc-4376-aece-ee1f6b1648f5,demdex.net,Marketing,dpm,demdex.net,Pending,179 days,demdex.net,N/A,0
303,abd1eb75-e0f4-47a9-8196-17d51fd6b35f,AddThis,Functional,__atuvc,.addthis.com,"This cookie is associated with the AddThis social sharing widget, it stores an updated page share count.",2 years,AddThis,https://www.addthis.com/privacy,0
304,1d648233-6aab-4ae5-82b4-ec8eef7b1d1c,AddThis,Functional,__atuvs,.addthis.com,"This cookie is associated with the AddThis social sharing widget, which serves a similar purpose to other cookies set by the service.",2 years,AddThis,https://www.addthis.com/privacy,0
305,deb26341-c10a-4360-a63f-669379a82ff4,AddThis,Functional,ssc,.addthis.com,AddThis - Cookie related to an AddThis sharing button available on the website,2 years,AddThis,https://www.addthis.com/privacy,0
306,7cc2204d-93b8-40eb-b547-eba0d7b0bfbf,AddThis,Functional,uvc,.addthis.com,AddThis - Cookie related to an AddThis sharing button available on the website,2 years,AddThis,https://www.addthis.com/privacy,0
307,d9afbac4-6c81-4ecf-9021-f7925c4e4f1d,AddThis,Functional,loc,.addthis.com,AddThis - Cookie related to an AddThis sharing button available on the website,2 years,AddThis,https://www.addthis.com/privacy,0
308,c8493aa7-62c1-40b5-b1ff-cf843fb28dd9,AddThis,Functional,na_id,.addthis.com,AddThis - Cookie related to an AddThis sharing button available on the website,2 years,AddThis,https://www.addthis.com/privacy,0
309,2f732a30-91ed-40ab-8701-13a50a973509,AddThis,Functional,na_tc,.addthis.com,AddThis - Cookie related to an AddThis sharing button available on the website,2 years,AddThis,https://www.addthis.com/privacy,0
310,312d83c5-a57f-4848-a531-3b27ad555a60,AddThis,Functional,ouid,.addthis.com,AddThis - Cookie related to an AddThis sharing button available on the website,2 years,AddThis,https://www.addthis.com/privacy,0
311,5bf92cdc-06f1-4ff6-a7f8-9bf890eeac96,Funda,Marketing,DG_HID,funda.nl,Pending,30 days,Funda,https://www.funda.nl/privacybeleid/consument/,0
312,e9e26b83-2484-4d51-8f15-2affa14294ef,Funda,Marketing,DG_IID,funda.nl,Pending,30 days,Funda,https://www.funda.nl/privacybeleid/consument/,0
313,01302635-dea4-4f63-a38c-ad27df980f33,Funda,Marketing,DG_SID,funda.nl,Pending,30 days,Funda,https://www.funda.nl/privacybeleid/consument/,0
314,5d04307b-018d-455c-915c-3b6f69b41a75,Funda,Marketing,DG_UID,funda.nl,Pending,30 days,Funda,https://www.funda.nl/privacybeleid/consument/,0
315,d4f501a2-e9c3-4be3-b8d4-e30a51084fae,Funda,Marketing,DG_ZID,funda.nl,Pending,30 days,Funda,https://www.funda.nl/privacybeleid/consument/,0
316,649c8a3b-3bf1-45af-bcc6-5a2eb0491c70,Funda,Marketing,DG_ZUID,funda.nl,Pending,30 days,Funda,https://www.funda.nl/privacybeleid/consument/,0
317,8f784c70-e387-4d9f-81fd-49238a1cdc15,Funda,Functional,fonts-loaded,funda.nl,This cookie checks and remembers whether you have the font used by funda. Remembering this check makes visiting the website faster.,30 days,Funda,https://www.funda.nl/privacybeleid/consument/,0
318,4ea6a00a-1b1f-49be-8825-1ba74e3b496c,Funda,Functional,html-classes,funda.nl,Remembering how the website is displayed to adjust the appearance of the site to the environment and browser used by the user. This ensures that the site loads faster on a subsequent visit.,30 days,Funda,https://www.funda.nl/privacybeleid/consument/,0
319,7f5e1a9f-4e6e-4210-8b38-aa402b957f67,Funda,Functional,SNLB2,funda.nl,Pending,30 days,Funda,https://www.funda.nl/privacybeleid/consument/,0
320,4951c825-94b4-404e-bffd-1981fb6a8d5c,LiveZilla GmbH,Functional,lz_last_visit,Advertiser's website domain,"Last Visit (Timestamp), used to determine when the website visitor browsed the website the last time.",1 Year,LiveZilla GmbH,N/A,0
321,d435d501-cf43-45cd-b884-2187e778da1a,LiveZilla GmbH,Functional,lz_userid,Advertiser's website domain,Sets up a unique ID which is used to generate statistical data about the website visitor's usage of the website.,1 Year,LiveZilla GmbH,N/A,0
322,fd1b3efb-9261-4797-9a8b-91cfcf43ebfc,LiveZilla GmbH,Functional,lz_visits,Advertiser's website domain,"Number of visits, is used to identify how often the website visitor already visited the website.",1 Year,LiveZilla GmbH,N/A,0
323,90074925-d0e8-48fa-9279-a0f771a48c86,AFAS,Functional,.secureclient,Advertiser's website domain,Pending,Session,AFAS,N/A,0
324,8613148a-96ca-4445-9499-1d5d11d98b71,AFAS,Functional,.securesession,Advertiser's website domain,Pending,Session,AFAS,N/A,0
325,6063bbe4-245f-458f-95fb-724c23948e40,AFAS,Functional,.stateflags,Advertiser's website domain,Pending,Session,AFAS,N/A,0
326,a1d65bda-06df-4141-93ea-84a399c0f0d2,AFAS,Functional,.auth,Advertiser's website domain,Pending,Session,AFAS,N/A,0
327,c5eb2700-0b5c-4260-a3e4-1940122bb3d5,Adxcore,Marketing,advst_uid_11,.adxcore.com,Pending,6 months,Adxcore,N/A,0
328,80264006-f818-41e1-b9a5-88466efc156f,Adxcore,Marketing,DISPATCHER,dispatcher.adxcore.com,Pending,6 months,Adxcore,N/A,0
329,abc72578-7e9d-4293-bdf2-30aafb9cd155,Fidelity-media.com,Marketing,DSP_UID,fidelity-media.com,Pending,9 days,Fidelity-media.com,N/A,0
330,80cb67ec-857a-4ed2-829b-323780e7b488,Picreel,Analytics,picreel_tracker__visited,Advertiser's website domain,"Used for statistical purposes when counting the number of pages, the user visited",Unlimited,Picreel,N/A,0
331,81e2981c-f698-40c1-86b1-45f4405c9a9e,Picreel,Analytics,picreel_tracker__first_visit,Advertiser's website domain,"Used for statistical purposes, keeping the date of the first visit",Unlimited,Picreel,N/A,0
332,42b33d4f-cd26-4984-a683-5556786bf586,Picreel,Analytics,picreel_tracker__page_views,Advertiser's website domain,Pending,Unlimited,Picreel,N/A,0
333,19724b2b-0eec-42ec-963b-d54b6b0337da,Picreel,Analytics,picreel_new_price,Advertiser's website domain,Pending,Unlimited,Picreel,N/A,0
334,e35dbf4a-7ee6-4f3a-bda3-f7ff5856e036,Trustpilot,Analytics,__auc,.trustpilot.com,Used to track and report information to the Alexa analytics,1 year,Trustpilot,N/A,0
335,e827d57f-a6a5-404e-93d5-a466bd7eb682,Trustpilot,Analytics,ajs_user_id,.trustpilot.com," This cookie helps track visitor usage, events, target marketing, and can also measure application performance and stability.",1 year,Trustpilot,N/A,0
